"Name";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"High";"Low";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"FIPP";"FR0000038184";"FIPP";"Euronext Paris";"EUR";"0.254";"0.254";"0.245";"0.25";"14/02/2018 16:11";"CET";"23500";"5835.00"
"FIRSTCAUTION";"CH0120879058";"MLFIR";"Euronext Access Paris";"EUR";"7.50";"7.50";"7.50";"7.50";"07/02/2018 14:54";"CET";"13750";"103125.00"
"FLEURY MICHON";"FR0000074759";"FLE";"Euronext Paris";"EUR";"46.20";"47.30";"46.20";"47.30";"14/02/2018 17:35";"CET";"4593";"214840.90"
"FLEURYMBSAR22MAR20";"FR0011408731";"FLEBS";"Euronext Paris";"EUR";"11.50";"11.50";"11.50";"11.50";"07/08/2017 09:00";"CET";"500";"5750.00"
"FLEXOS";"BE0003885051";"FLEX";"Euronext Access Brussels";"EUR";"3.80";"3.80";"3.80";"3.80";"09/02/2018 12:48";"CET";"10";"38.00"
"FLORIDIENNE";"BE0003215143";"FLOB";"Euronext Brussels";"EUR";"172.00";"172.00";"172.00";"172.00";"13/02/2018 11:30";"CET";"25";"4300.00"
"FLOW TRADERS";"NL0011279492";"FLOW";"Euronext Amsterdam";"EUR";"30.14";"30.48";"29.22";"29.22";"14/02/2018 17:26";"CET";"558477";"16542449.10"
"FLUXYS BELGIUM D";"BE0974265945";"FLUX";"Euronext Brussels";"EUR";"26.10";"26.40";"26.00";"26.40";"14/02/2018 17:15";"CET";"635";"16560.20"
"FNAC DARTY";"FR0011476928";"FNAC";"Euronext Paris";"EUR";"95.80";"95.80";"94.05";"94.70";"14/02/2018 17:35";"CET";"69146";"6559332.80"
"FNG N.V.";"NL0012047849";"FNG";"Euronext Amsterdam";"EUR";"25.00";"25.00";"25.00";"25.00";"13/02/2018 11:22";"CET";"180";"4500.00"
"FOCUS HOME INT";"FR0012419307";"ALFOC";"Euronext Growth Paris";"EUR";"39.00";"39.50";"38.90";"39.10";"14/02/2018 17:35";"CET";"18056";"706321.50"
"FONC ATLAND BSA";"FR0012951028";"FATBS";"Euronext Paris";"EUR";"0.965";"0.965";"0.965";"0.965";"08/01/2018 09:07";"CET";"50";"48.25"
"FONC. PARIS NORD";"FR0011277391";"FPN";"Euronext Paris";"EUR";"0.044";"0.0458";"0.044";"0.0446";"14/02/2018 17:35";"CET";"423798";"19032.9722"
"FONC. VOLTA NV18";"FR0013306073";"SPENV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"FONC.DES REGIONS";"FR0000064578";"FDR";"Euronext Paris";"EUR";"86.70";"87.75";"86.25";"86.30";"14/02/2018 17:35";"CET";"101826";"8822129.70"
"FONCIERE 7 INVEST";"FR0000065930";"LEBL";"Euronext Paris";"EUR";"1.62";"1.62";"1.62";"1.62";"08/02/2018 11:30";"CET";"140";"226.80"
"FONCIERE ATLAND";"FR0000064362";"FATL";"Euronext Paris";"EUR";"110.00";"110.00";"110.00";"110.00";"14/02/2018 11:19";"CET";"40";"4400.00"
"FONCIERE DES MURS";"FR0000060303";"FMU";"Euronext Paris";"EUR";"28.20";"28.30";"28.10";"28.20";"14/02/2018 17:35";"CET";"681";"19205.60"
"FONCIERE EURIS";"FR0000038499";"EURS";"Euronext Paris";"EUR";"39.00";"39.00";"39.00";"39.00";"14/02/2018 16:30";"CET";"751";"29289.00"
"FONCIERE INEA";"FR0010341032";"INEA";"Euronext Paris";"EUR";"38.40";"39.00";"38.30";"38.40";"14/02/2018 17:35";"CET";"2302";"88908.00"
"FONCIERE LYONNAISE";"FR0000033409";"FLY";"Euronext Paris";"EUR";"60.60";"61.60";"60.20";"60.20";"14/02/2018 17:35";"CET";"919";"55919.20"
"FONCIERE VINDI";"FR0011605617";"MLVIN";"Euronext Access Paris";"EUR";"1.20";"1.20";"1.20";"1.20";"12/02/2018 16:30";"CET";"15";"18.00"
"FONCIERE VOLTA";"FR0000053944";"SPEL";"Euronext Paris";"EUR";"4.04";"4.04";"4.04";"4.04";"09/01/2018 16:30";"CET";"180";"727.20"
"FOOT LOCKER";"US3448491049";"FOOTL";"Traded not listed Brussels";"USD";"-";"-";"-";"-";"-";"-";"-";"-"
"FORESTIERE EQUAT.";"CI0000053161";"FORE";"Euronext Paris";"EUR";"895.99";"895.99";"895.99";"895.99";"02/09/2016 16:30";"CET";"2";"1791.98"
"FORFARMERS";"NL0011832811";"FFARM";"Euronext Amsterdam";"EUR";"9.40";"9.47";"9.31";"9.38";"14/02/2018 17:35";"CET";"56270";"528629.36"
"FOUNTAIN";"BE0003752665";"FOU";"Euronext Brussels";"EUR";"1.03";"1.03";"1.03";"1.03";"05/02/2018 11:30";"CET";"393";"404.79"
"FOUNTAINE PAJOT";"FR0010485268";"ALFPC";"Euronext Growth Paris";"EUR";"112.00";"114.00";"110.50";"111.50";"14/02/2018 17:35";"CET";"1677";"188150.50"
"FRANCAISE ENERGIE";"FR0013030152";"LFDE";"Euronext Paris";"EUR";"16.65";"17.05";"16.60";"16.60";"14/02/2018 17:35";"CET";"1539";"26028.75"
"FRANCE CHAUFFAGE";"FR0004260479";"MLFRC";"Euronext Access Paris";"EUR";"1.81";"1.81";"1.81";"1.81";"06/02/2018 16:53";"CET";"20";"36.20"
"FRANCE TOURISME";"FR0010823724";"MLFTI";"Euronext Access Paris";"EUR";"0.0795";"0.0795";"0.0715";"0.0715";"14/02/2018 16:30";"CET";"1360";"103.64"
"FREELANCE BS 2018";"FR0013229291";"FREBS";"Euronext Growth Paris";"EUR";"0.448";"0.448";"0.448";"0.448";"07/02/2018 11:30";"CET";"10";"4.48"
"FREELANCE.COM";"FR0004187367";"ALFRE";"Euronext Growth Paris";"EUR";"1.56";"1.56";"1.56";"1.56";"13/02/2018 11:30";"CET";"290";"452.40"
"FREY";"FR0010588079";"FREY";"Euronext Paris";"EUR";"25.00";"25.00";"25.00";"25.00";"14/02/2018 17:29";"CET";"536";"13400.00"
"FROMAGERIES BEL";"FR0000121857";"FBEL";"Euronext Paris";"EUR";"494.00";"494.00";"494.00";"494.00";"14/02/2018 16:30";"CET";"13";"6422.00"
"FUDAKIN";"HK0000058989";"MLKIN";"Euronext Access Paris";"EUR";"11.00";"11.00";"11.00";"11.00";"19/12/2011 15:00";"CET";"500";"5500.00"
"FUGRO";"NL0000352565";"FUR";"Euronext Amsterdam";"EUR";"11.945";"12.04";"11.61";"11.88";"14/02/2018 17:35";"CET";"940987";"11116902.535"
"FUT.CLUBE PORTO";"PTFCP0AM0008";"FCP";"Euronext Lisbon";"EUR";"0.67";"0.67";"0.67";"0.67";"12/02/2018 16:30";"BST";"50";"33.50"
"FUTUREN";"FR0011284991";"FTRN";"Euronext Paris";"EUR";"1.13";"1.135";"1.13";"1.13";"14/02/2018 17:29";"CET";"20444";"23108.755"
"G.A.I.";"FR0000053415";"MLGAI";"Euronext Access Paris";"EUR";"89.00";"89.00";"89.00";"89.00";"29/01/2018 16:30";"CET";"1";"89.00"
"GALAPAGOS";"BE0003818359";"GLPG";"Euronext Amsterdam, Brussels";"EUR";"91.62";"92.70";"89.84";"92.08";"14/02/2018 17:35";"CET";"335941";"30731466.34"
"GALEO";"FR0011100759";"MLGAL";"Euronext Access Paris";"EUR";"0.71";"0.71";"0.71";"0.71";"25/01/2018 16:30";"CET";"282";"200.22"
"GALIMMO";"FR0000030611";"GALIM";"Euronext Paris";"EUR";"24.40";"24.40";"24.40";"24.40";"14/02/2018 11:30";"CET";"1";"24.40"
"GALLOO ILE DE FCE";"FR0000077232";"MLGRD";"Euronext Access Paris";"EUR";"9.94";"9.94";"9.94";"9.94";"27/12/2016 15:00";"CET";"3";"29.82"
"GALP ENERGIA-NOM";"PTGAL0AM0009";"GALP";"Euronext Lisbon";"EUR";"14.48";"14.60";"14.30";"14.53";"14/02/2018 22:35";"BST";"1487730";"21538134.955"
"GASCOGNE";"FR0000124414";"ALBI";"Euronext Growth Paris";"EUR";"3.76";"3.82";"3.70";"3.70";"14/02/2018 14:28";"CET";"3218";"12046.59"
"GAUMONT";"FR0000034894";"GAM";"Euronext Paris";"EUR";"126.00";"128.00";"124.00";"128.00";"14/02/2018 16:52";"CET";"243";"30426.50"
"GAUMONT NV18";"FR0013308731";"GAMNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"GAUSSIN";"FR0010342329";"ALGAU";"Euronext Growth Paris";"EUR";"0.1518";"0.1526";"0.145";"0.1512";"14/02/2018 17:36";"CET";"1226021";"184036.484"
"GAUSSIN BSA";"FR0013186061";"GAUBT";"Euronext Growth Paris";"EUR";"0.011";"0.0115";"0.011";"0.0115";"13/02/2018 17:21";"CET";"58470";"660.67"
"GAUSSIN BSAR";"FR0011462803";"GAUBS";"Euronext Growth Paris";"EUR";"0.16";"0.16";"0.16";"0.16";"30/01/2018 12:00";"CET";"2300";"368.00"
"GBL";"BE0003797140";"GBLB";"Euronext Brussels";"EUR";"91.20";"91.20";"90.04";"90.80";"14/02/2018 17:35";"CET";"202818";"18411406.98"
"GDS (144A) RUSAL";"US9098831004";"RUAL";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"GDS (S) RUSAL";"US9098832093";"RUSAL";"Euronext Paris";"EUR";"11.00";"11.00";"11.00";"11.00";"12/02/2018 09:00";"CET";"2";"22.00"
"GDS MOULINS STRAS.";"FR0000064180";"GDMS";"Euronext Paris";"EUR";"755.00";"755.00";"755.00";"755.00";"04/01/2018 16:30";"CET";"5";"3775.00"
"GEA GRENOBL.ELECT.";"FR0000053035";"GEA";"Euronext Paris";"EUR";"102.50";"103.50";"102.00";"103.50";"14/02/2018 17:20";"CET";"142";"14544.50"
"GECI INTL";"FR0000079634";"GECP";"Euronext Paris";"EUR";"0.206";"0.218";"0.202";"0.207";"14/02/2018 17:35";"CET";"997262";"207194.148"
"GECI INTL BSAR A";"FR0013266764";"GECBT";"Euronext Paris";"EUR";"0.02";"0.0214";"0.0196";"0.0214";"14/02/2018 17:29";"CET";"27190";"542.7348"
"GECINA NOM.";"FR0010040865";"GFC";"Euronext Paris";"EUR";"150.50";"150.50";"147.90";"148.60";"14/02/2018 17:35";"CET";"66591";"9917481.20"
"GEMALTO";"NL0000400653";"GTO";"Euronext Amsterdam, Paris";"EUR";"49.50";"49.68";"49.50";"49.55";"14/02/2018 17:35";"CET";"498113";"24694537.30"
"GENERAL ELECTRIC";"US3696041033";"GNE";"Euronext Paris";"EUR";"11.84";"12.10";"11.84";"11.96";"14/02/2018 17:03";"CET";"9474";"112932.48"
"GENERIX";"FR0010501692";"GENX";"Euronext Paris";"EUR";"3.14";"3.17";"3.11";"3.12";"14/02/2018 15:35";"CET";"24290";"76432.81"
"GENEURO";"CH0308403085";"GNRO";"Euronext Paris";"EUR";"6.48";"6.50";"6.46";"6.46";"14/02/2018 16:58";"CET";"701";"4540.04"
"GENFIT";"FR0004163111";"GNFT";"Euronext Paris";"EUR";"24.20";"24.70";"23.96";"24.44";"14/02/2018 17:35";"CET";"182398";"4436472.04"
"GENK LOGIST. CERT";"BE0003740546";"GENK";"Euronext Brussels";"EUR";"120.10";"120.10";"119.98";"119.98";"14/02/2018 16:30";"CET";"225";"27018.54"
"GENKYOTEX";"FR0011790542";"GKTX";"Euronext Paris, Brussels";"EUR";"1.682";"1.706";"1.68";"1.682";"14/02/2018 17:35";"CET";"37770";"64017.686"
"GENOMIC VISION";"FR0011799907";"GV";"Euronext Paris";"EUR";"2.805";"2.895";"2.75";"2.79";"14/02/2018 17:02";"CET";"16624";"46143.405"
"GENOWAY";"FR0004053510";"ALGEN";"Euronext Growth Paris";"EUR";"1.86";"1.87";"1.86";"1.87";"14/02/2018 15:59";"CET";"5490";"10241.40"
"GENSIGHT BIOLOGICS";"FR0013183985";"SIGHT";"Euronext Paris";"EUR";"6.20";"6.34";"6.10";"6.26";"14/02/2018 17:35";"CET";"22221";"137515.72"
"GENTLEMENS EQUITY";"PTGVE1AE0009";"MLGEQ";"Euronext Access Paris";"EUR";"0.10";"0.10";"0.10";"0.10";"09/01/2018 11:30";"CET";"100";"10.00"
"GEVELOT";"FR0000033888";"ALGEV";"Euronext Growth Paris";"EUR";"197.00";"197.00";"197.00";"197.00";"14/02/2018 11:30";"CET";"40";"7880.00"
"GFI INFORMATIQUE";"FR0004038099";"GFI";"Euronext Paris";"EUR";"7.72";"7.72";"7.68";"7.72";"14/02/2018 17:35";"CET";"365";"2810.98"
"GIMV";"BE0003699130";"GIMB";"Euronext Brussels";"EUR";"49.55";"49.75";"49.30";"49.65";"14/02/2018 17:35";"CET";"21174";"1049421.35"
"GL EVENTS";"FR0000066672";"GLO";"Euronext Paris";"EUR";"25.60";"26.00";"25.50";"26.00";"14/02/2018 17:35";"CET";"13802";"356121.85"
"GLINTT";"PTPAD0AM0007";"GLINT";"Euronext Lisbon";"EUR";"0.224";"0.246";"0.224";"0.246";"14/02/2018 19:03";"BST";"2100";"514.40"
"GLOBAL BIOENERGIES";"FR0011052257";"ALGBE";"Euronext Growth Paris";"EUR";"17.76";"17.78";"16.88";"17.00";"14/02/2018 17:35";"CET";"6699";"116242.82"
"GLOBAL ECOPOWER";"FR0011289198";"ALGEP";"Euronext Growth Paris";"EUR";"2.87";"2.87";"2.75";"2.83";"14/02/2018 17:20";"CET";"4024";"11128.98"
"GLOBAL GRAPHICS";"GB00BYN5BY03";"GLOG";"Euronext Brussels";"EUR";"3.05";"3.05";"3.00";"3.00";"14/02/2018 16:13";"CET";"3431";"10379.20"
"GLOBAL HEALTH GR.";"CH0121668229";"MLIFE";"Euronext Access Paris";"EUR";"2.45";"2.45";"2.45";"2.45";"25/07/2017 11:30";"CET";"10";"24.50"
"GOLD BY GOLD";"FR0011208693";"ALGLD";"Euronext Growth Paris";"EUR";"1.29";"1.29";"1.29";"1.29";"12/02/2018 11:30";"CET";"1000";"1290.00"
"GOUR MEDICAL";"CH0342399851";"MLGML";"Euronext Access Paris";"EUR";"3.80";"3.80";"3.80";"3.80";"29/01/2018 16:30";"CET";"120";"456.00"
"GPE GROUP PIZZORNO";"FR0010214064";"GPE";"Euronext Paris";"EUR";"24.60";"25.00";"24.40";"25.00";"14/02/2018 17:02";"CET";"595";"14679.20"
"GPE PAROT (AUTO)";"FR0013204070";"ALPAR";"Euronext Growth Paris";"EUR";"9.48";"9.48";"9.28";"9.44";"14/02/2018 17:35";"CET";"5595";"52318.54"
"GRAINES VOLTZ";"FR0000065971";"GRVO";"Euronext Paris";"EUR";"41.40";"41.40";"40.40";"40.40";"14/02/2018 16:30";"CET";"898";"36932.20"
"GRANDVISION";"NL0010937066";"GVNV";"Euronext Amsterdam";"EUR";"17.90";"18.15";"17.87";"18.02";"14/02/2018 16:44";"CET";"510684";"9199156.74"
"GRECEMAR";"FR0012991040";"MLCMG";"Euronext Access Paris";"EUR";"4.11";"4.11";"4.11";"4.11";"03/11/2017 11:30";"CET";"7";"28.77"
"GREEN ENERGY GE4S";"BE0948833760";"MLGES";"Euronext Access Paris";"EUR";"2.52";"2.52";"2.52";"2.52";"14/02/2018 11:30";"CET";"19";"47.88"
"GREENYARD";"BE0003765790";"GREEN";"Euronext Brussels";"EUR";"18.92";"19.18";"18.80";"19.04";"14/02/2018 17:35";"CET";"68520";"1303419.40"
"GROOTHANDELSGEBOUW";"NL0000440824";"GROHA";"Euronext Amsterdam";"EUR";"54.00";"54.00";"54.00";"54.00";"05/02/2018 16:33";"CET";"720";"38880.00"
"GROUPE CARNIVOR";"FR0000076960";"MLGRC";"Euronext Access Paris";"EUR";"18.58";"18.58";"18.58";"18.58";"03/03/2017 15:00";"CET";"16";"297.28"
"GROUPE CRIT";"FR0000036675";"CEN";"Euronext Paris";"EUR";"74.70";"75.00";"73.70";"74.10";"14/02/2018 17:35";"CET";"2155";"160231.20"
"GROUPE EUROTUNNEL";"FR0010533075";"GET";"Euronext Paris, London";"EUR";"10.525";"10.715";"10.335";"10.625";"14/02/2018 17:37";"CET";"1804086";"19098146.765"
"GROUPE FLO";"FR0004076891";"FLO";"Euronext Paris";"EUR";"0.2565";"0.2635";"0.2565";"0.263";"14/02/2018 16:23";"CET";"38982";"10128.8965"
"GROUPE FLO NV18";"FR0013308814";"FLONV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"GROUPE GORGE";"FR0000062671";"GOE";"Euronext Paris";"EUR";"16.42";"16.52";"16.18";"16.38";"14/02/2018 17:35";"CET";"3040";"49702.74"
"GROUPE GUILLIN";"FR0012819381";"ALGIL";"Euronext Growth Paris";"EUR";"35.70";"36.90";"35.60";"36.80";"14/02/2018 17:35";"CET";"9212";"332003.30"
"GROUPE IRD";"FR0000124232";"IRD";"Euronext Paris";"EUR";"21.60";"21.60";"21.60";"21.60";"14/02/2018 09:00";"CET";"1";"21.60"
"GROUPE JAJ";"FR0004010338";"GJAJ";"Euronext Paris";"EUR";"1.86";"1.86";"1.86";"1.86";"13/02/2018 16:30";"CET";"240";"446.40"
"GROUPE LDLC";"FR0000075442";"LDL";"Euronext Paris";"EUR";"17.00";"17.00";"16.60";"16.88";"14/02/2018 17:35";"CET";"4429";"74320.04"
"GROUPE OPEN";"FR0004050300";"OPN";"Euronext Paris";"EUR";"34.90";"35.00";"34.50";"34.90";"14/02/2018 17:35";"CET";"11178";"388535.65"
"GROUPE PARTOUCHE";"FR0012612646";"PARP";"Euronext Paris";"EUR";"34.10";"34.10";"33.60";"33.90";"14/02/2018 17:29";"CET";"63";"2135.30"
"GROUPE PLUS-VALUES";"FR0010529719";"MLPVG";"Euronext Access Paris";"EUR";"0.01";"0.01";"0.01";"0.01";"18/03/2013 15:00";"CET";"20000";"200.00"
"GROUPE RIVALIS";"FR0010766642";"MLRIV";"Euronext Access Paris";"EUR";"9.98";"9.98";"9.98";"9.98";"18/04/2012 15:00";"CET";"105";"1047.90"
"GROUPE SFPI";"FR0004155000";"SFPI";"Euronext Paris";"EUR";"3.21";"3.21";"3.17";"3.18";"14/02/2018 17:16";"CET";"55549";"176931.84"
"GROUPE VIAL";"FR0010340406";"VIA";"Euronext Paris";"EUR";"0.90";"0.92";"0.89";"0.91";"31/01/2014 17:13";"CET";"27550";"24833.50"
"GROUPIMO";"FR0013297488";"ALIMO";"Euronext Growth Paris";"EUR";"0.11";"0.11";"0.11";"0.11";"12/02/2018 16:30";"CET";"10000";"1100.00"
"GROWNERS";"BE0003861789";"GROWN";"Euronext Access Brussels";"EUR";"1.98";"1.98";"1.98";"1.98";"06/02/2018 16:54";"CET";"1284";"2542.32"
"GT BIOPHARMA INC";"US36254L1008";"GTBP";"Euronext Paris";"EUR";"2.46";"2.46";"2.46";"2.46";"02/02/2018 11:30";"CET";"2065";"5079.90"
"GTT";"FR0011726835";"GTT";"Euronext Paris";"EUR";"54.75";"56.50";"54.55";"56.00";"14/02/2018 17:38";"CET";"77218";"4322635.40"
"GUERBET";"FR0000032526";"GBT";"Euronext Paris";"EUR";"72.60";"75.70";"72.60";"75.40";"14/02/2018 17:35";"CET";"7736";"577394.60"
"GUERBET NV18";"FR0013308798";"GBTNV";"Euronext Paris";"EUR";"76.50";"76.50";"76.50";"76.50";"12/02/2018 11:30";"CET";"20";"1530.00"
"GUILLEMOT";"FR0000066722";"GUI";"Euronext Paris";"EUR";"3.70";"3.82";"3.59";"3.69";"14/02/2018 17:35";"CET";"67256";"249344.83"
"GUY DEGRENNE";"FR0004035061";"GUYD";"Euronext Paris";"EUR";"0.346";"0.346";"0.346";"0.346";"14/02/2018 11:30";"CET";"1";"0.346"
"H2O INNOVATION INC";"CA4433003064";"ALHEO";"Euronext Growth Paris";"EUR";"0.76";"0.76";"0.76";"0.76";"09/02/2018 16:30";"CET";"40";"30.40"
"HAL TRUST";"BMG455841020";"HAL";"Euronext Amsterdam";"EUR";"151.20";"152.00";"150.40";"151.80";"14/02/2018 17:35";"CET";"3290";"497092.80"
"HAMON";"BE0003700144";"HAMO";"Euronext Brussels";"EUR";"0.56";"0.596";"0.54";"0.562";"14/02/2018 17:35";"CET";"751680";"422515.136"
"HARVEST";"FR0010207795";"ALHVS";"Euronext Growth Paris";"EUR";"78.00";"78.00";"78.00";"78.00";"14/02/2018 11:30";"CET";"37";"2886.00"
"HAULOTTE GROUP";"FR0000066755";"PIG";"Euronext Paris";"EUR";"18.78";"18.78";"18.02";"18.40";"14/02/2018 17:35";"CET";"35970";"661542.02"
"HeadFirst Source G";"CWN814651014";"HFS";"Euronext Amsterdam";"EUR";"2.56";"2.56";"2.56";"2.56";"14/02/2018 09:00";"CET";"1";"2.56"
"HEALTH";"FR0013251584";"MLAHC";"Euronext Access Paris";"EUR";"7.20";"7.20";"7.20";"7.20";"14/02/2018 11:30";"CET";"1350";"9720.00"
"HEIJMANS";"NL0009269109";"HEIJM";"Euronext Amsterdam";"EUR";"9.10";"9.43";"9.10";"9.43";"14/02/2018 17:35";"CET";"105735";"981910.75"
"HEINEKEN";"NL0000009165";"HEIA";"Euronext Amsterdam";"EUR";"83.12";"84.72";"83.12";"84.08";"14/02/2018 17:35";"CET";"1153803";"96988238.22"
"HEINEKEN HOLDING";"NL0000008977";"HEIO";"Euronext Amsterdam";"EUR";"79.25";"80.40";"79.10";"79.90";"14/02/2018 17:35";"CET";"205892";"16425204.95"
"HERIGE";"FR0000066540";"HERIG";"Euronext Paris";"EUR";"40.90";"41.40";"40.50";"41.10";"14/02/2018 17:08";"CET";"825";"33776.20"
"HERMES INTL";"FR0000052292";"RMS";"Euronext Paris";"EUR";"435.80";"437.80";"432.90";"434.70";"14/02/2018 17:35";"CET";"47954";"20866337.40"
"HEURTEY PETROCHEM";"FR0010343186";"ALHPC";"Euronext Growth Paris";"EUR";"25.00";"25.00";"25.00";"25.00";"12/02/2018 09:00";"CET";"55";"1375.00"
"HEXCEL";"US4282911084";"HXL";"Euronext Paris";"EUR";"52.50";"52.50";"52.50";"52.50";"12/01/2018 16:30";"CET";"100";"5250.00"
"HF";"FR0000038531";"HF";"Euronext Paris";"EUR";"9.22";"9.30";"9.22";"9.30";"14/02/2018 17:12";"CET";"1580";"14617.72"
"HIGH CO";"FR0000054231";"HCO";"Euronext Paris";"EUR";"4.82";"4.83";"4.80";"4.83";"14/02/2018 17:35";"CET";"1516";"7293.84"
"HIOLLE INDUSTRIES";"FR0000077562";"ALHIO";"Euronext Growth Paris";"EUR";"3.96";"3.98";"3.92";"3.92";"14/02/2018 15:39";"CET";"1061";"4183.16"
"HIPAY GROUP";"FR0012821916";"HIPAY";"Euronext Paris";"EUR";"13.90";"14.00";"13.85";"14.00";"14/02/2018 17:09";"CET";"561";"7775.95"
"HITECHPROS";"FR0010396309";"ALHIT";"Euronext Growth Paris";"EUR";"17.60";"17.60";"17.60";"17.60";"13/02/2018 14:53";"CET";"58";"1020.80"
"HK";"DE000A11Q133";"MLHK";"Euronext Access Paris";"EUR";"220.00";"220.00";"220.00";"220.00";"14/02/2018 11:30";"CET";"9";"1980.00"
"HOCHE BAINS L.BAIN";"FR0000051302";"MLHBB";"Euronext Access Paris";"EUR";"11.75";"11.75";"11.75";"11.75";"14/12/2017 11:30";"CET";"8";"94.00"
"HOLLAND COLOURS";"NL0000440311";"HOLCO";"Euronext Amsterdam";"EUR";"86.00";"86.00";"85.20";"85.20";"14/02/2018 14:52";"CET";"151";"12926.00"
"HOLOSFIND";"FR0010446765";"ALHOL";"Euronext Growth Paris";"EUR";"0.02";"0.03";"0.02";"0.02";"30/06/2017 17:35";"CET";"516500";"12040.00"
"HOME CONCEPT";"FR0012336691";"MLHCF";"Euronext Access Paris";"EUR";"15.45";"15.45";"15.45";"15.45";"20/11/2017 16:30";"CET";"15";"231.75"
"HOME INVEST BE.";"BE0003760742";"HOMI";"Euronext Brussels";"EUR";"85.00";"85.00";"82.60";"84.60";"14/02/2018 17:35";"CET";"2875";"240291.20"
"HOPENING";"FR0010312181";"MLHPE";"Euronext Access Paris";"EUR";"2.86";"2.86";"2.86";"2.86";"06/02/2018 11:30";"CET";"20";"57.20"
"HOPSCOTCH GROUPE";"FR0000065278";"HOP";"Euronext Paris";"EUR";"8.04";"8.12";"8.02";"8.12";"14/02/2018 17:35";"CET";"2100";"16963.82"
"HORIZONTALSOFTWARE";"FR0013219367";"ALHSW";"Euronext Growth Paris";"EUR";"7.95";"7.95";"7.95";"7.95";"14/02/2018 09:00";"CET";"1";"7.95"
"HOT.MAJESTIC CANNE";"FR0006226791";"MLHMC";"Euronext Access Paris";"EUR";"3960.00";"3960.00";"3960.00";"3960.00";"15/01/2018 16:46";"CET";"1";"3960.00"
"HOTELIM";"FR0000053738";"MLHOT";"Euronext Access Paris";"EUR";"28.53";"28.53";"28.53";"28.53";"27/12/2017 16:30";"CET";"154";"4393.62"
"HOTELS DE PARIS";"FR0004165801";"HDP";"Euronext Paris";"EUR";"2.24";"2.24";"2.24";"2.24";"12/02/2018 16:30";"CET";"5";"11.20"
"HOTL.IMMOB.NICE";"FR0006563904";"MLHIN";"Euronext Access Paris";"EUR";"140.00";"140.00";"140.00";"140.00";"15/01/2018 11:30";"CET";"20";"2800.00"
"HSBC HOLDINGS";"GB0005405286";"HSB";"Euronext Paris";"EUR";"8.358";"8.443";"8.358";"8.433";"14/02/2018 17:29";"CET";"10389";"87477.227"
"HUBWOO";"FR0004052561";"HBW";"Euronext Paris";"EUR";"0.16";"0.16";"0.16";"0.16";"18/10/2017 14:14";"CET";"49400";"7904.00"
"HUNTER DOUGLAS";"ANN4327C1220";"HDG";"Euronext Amsterdam";"EUR";"68.80";"69.20";"68.80";"69.00";"14/02/2018 17:35";"CET";"11172";"770916.60"
"HUNTER DOUGLAS";"ANN4327C1303";"HUNDP";"Euronext Amsterdam";"EUR";"0.18";"0.18";"0.18";"0.18";"14/02/2018 16:30";"CET";"7291";"1312.38"
"HYBRIGENICS";"FR0004153930";"ALHYG";"Euronext Growth Paris";"EUR";"0.539";"0.57";"0.53";"0.56";"14/02/2018 17:27";"CET";"85548";"47282.271"
"HYDRATEC";"NL0009391242";"HYDRA";"Euronext Amsterdam";"EUR";"55.50";"55.50";"55.50";"55.50";"12/02/2018 12:12";"CET";"44";"2442.00"
"HYDRAULIQUE PB";"FR0000064735";"MLHYD";"Euronext Access Paris";"EUR";"424.00";"424.00";"424.00";"424.00";"01/02/2018 16:30";"CET";"1";"424.00"
"HYDRO-EXPLOIT.";"FR0005843125";"MLHYE";"Euronext Access Paris";"EUR";"49.00";"49.00";"49.00";"49.00";"08/02/2018 11:30";"CET";"98";"4802.00"
"I.CERAM";"FR0011511971";"ALICR";"Euronext Growth Paris";"EUR";"7.25";"7.25";"7.25";"7.25";"14/02/2018 09:00";"CET";"1";"7.25"
"I2S";"FR0005854700";"ALI2S";"Euronext Growth Paris";"EUR";"3.12";"3.12";"3.12";"3.12";"09/02/2018 16:30";"CET";"923";"2879.76"
"IBA";"BE0003766806";"IBAB";"Euronext Brussels";"EUR";"24.38";"24.38";"23.90";"24.06";"14/02/2018 17:35";"CET";"26423";"635580.96"
"IBERSOL,SGPS";"PTIBS0AM0008";"IBS";"Euronext Lisbon";"EUR";"11.75";"11.85";"11.75";"11.75";"14/02/2018 19:30";"BST";"444";"5234.40"
"IBM";"US4592001014";"IBMA";"Traded not listed Brussels";"USD";"165.00";"178.00";"165.00";"165.00";"19/01/2018 17:27";"CET";"50";"6944.11"
"ICADE";"FR0000035081";"ICAD";"Euronext Paris";"EUR";"82.50";"82.65";"81.50";"81.80";"14/02/2018 17:35";"CET";"105699";"8663675.00"
"ICE CONCEPT";"BE0003860773";"ICE";"Euronext Access Brussels";"EUR";"0.50";"0.50";"0.50";"0.50";"11/12/2017 11:30";"CET";"1";"0.50"
